Work no.,Title,Author,Genre,PDF,Unicode
115,நெஞ்சு விடு தூது,உமாபதி சிவம்,சைவ சித்தாந்தம்,pm0115.pdf,pmuni0115.html
115,வினா வெண்பா,உமாபதி சிவம்,சைவ சித்தாந்தம்,pm0115.pdf,pmuni0115.html
116,"(மூவருலா) விக்கிரம சோழனுலா, குலோத்துங்க சோழனுலா & இராசராச சோழனுலா /இராசேந்திர சோழனுலா",ஒட்டக்கூத்தர்,பிரபந்தம் - உலா,pm0116.pdf,pmuni0116.html
117,இருபதாம் நூற்றாண்டு ஈழத்தமிழ் இலக்கியம்,மௌனகுரு; சித்ரலேகா; நூமான்,இலக்கிய வரலாறு,pm0117.pdf,pmuni0117.html
118,சூடாமணி நிகண்டு,மண்டல புருடர்,இலக்கணம்,pm0118.pdf,pmuni0118.html
119,பரத சேனாபதீயம்,,கலை சார்ந்த நூல்கள்,pm0119.pdf,pmuni0119.html
120,திருஉந்தியார்,உய்யவந்ததேவ நாயனார்,சமயம் - சைவம்,pm0120.pdf,pmuni0120.html
120,திருக்களிற்றுப்படியார்,,சைவ சித்தாந்தம்,pm0120.pdf,pmuni0120.html
121,முத்தொள்ளாயிரம்,,சமயம் - சைவம்,pm0121.pdf,pmuni0121.html
122,காகம் கலைத்த கனவு,சோலைக்கிளி,கட்டுரைகள்,pm0122.pdf,pmuni0122.html
123,கலிங்கத்துப்பரணி,செயங்கொண்டார்,பிரபந்தம் - பரணி,pm0123.pdf,pmuni0123.html
124,திருவருட்பா /திருமுறை 3 (பாடல்கள்1959 -2570),இராமலிங்க அடிகள்,சமயம் - சைவம்,pm0124.pdf,pmuni0124.html
125,திருவருட்பா /திருமுறை 4 (பாடல்கள்2571 - 3028),இராமலிங்க அடிகள்,சமயம் - சைவம்,pm0125.pdf,pmuni0125.html
126,திருமுறை 11-1 /பாசுரங்கள்,திருஆலவாய் உடையார்,சமயம் - சைவம்,pm0126.pdf,pmuni0126.html
126,திருமுறை 11-1 /பாசுரங்கள்,காரைக்கால் அம்மையார்,சமயம் - சைவம்,pm0126.pdf,pmuni0126.html
126,திருமுறை 11-1 /பாசுரங்கள்,ஐயடிகள் காடவர்கோன் நாயனார்,சமயம் - சைவம்,pm0126.pdf,pmuni0126.html
126,திருமுறை 11-1 /பாசுரங்கள்,சேரமான் பெருமாள் நாயனார்,சமயம் - சைவம்,pm0126.pdf,pmuni0126.html
126,திருமுறை 11-1 /பாசுரங்கள்,நக்கீரதேவ நாயனார்,சமயம் - சைவம்,pm0126.pdf,pmuni0126.html
126,திருமுறை 11-1 /பாசுரங்கள்,கல்லாடதேவ நாயனார்,சமயம் - சைவம்,pm0126.pdf,pmuni0126.html
126,திருமுறை 11-1 /பாசுரங்கள்,பரணதேவ நாயனார்,சமயம் - சைவம்,pm0126.pdf,pmuni0126.html
126,திருமுறை 11-1 /பாசுரங்கள்,இளம்பெருமான் அடிகள்,சமயம் - சைவம்,pm0126.pdf,pmuni0126.html
126,திருமுறை 11-1 /பாசுரங்கள்,அதிராவடிகள்,சமயம் - சைவம்,pm0126.pdf,pmuni0126.html
127,திருமுறை 11-2 /பாசுரங்கள்,பட்டினத்துப் பிள்ளையார்,சமயம் - சைவம்,pm0127.pdf,pmuni0127_01.html  pmuni0127_02.html
127,திருமுறை 11-2 /பாசுரங்கள்,நம்பியாண்டார் நம்பி,சமயம் - சைவம்,pm0127.pdf,pmuni0127_01.html  pmuni0127_02.html
128,திருவருட்பா /திருமுறை 5 (பாடல்கள் 3029-3266),இராமலிங்க அடிகள்,சமயம் - சைவம்,pm0128.pdf,pmuni0128.html
129,பிரபந்தத்திரட்டு - பகுதி 1,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தத் திரட்டு,pm0129.pdf,pmuni0129.html
130,திருவருட்பா /திருமுறை 6.1 (பாடல்கள் 3267 -3871),இராமலிங்க அடிகள்,சமயம் - சைவம்,pm0130.pdf,pmuni0130.html
131,சிறுகதைத் தொகுப்பு- 1,இரா. கார்த்திகேசு,சிறுகதைகள் - தொகுப்பு,pm0131.pdf,pmuni0131.html
132,மகா பரத சூடாமணி,,கலை - நாடகம்,pm0132.pdf,pmuni0132.html
133,சங்கற்ப நிராகரணம்,உமாபதி சிவம்,சைவ சித்தாந்தம்,pm0133.pdf,pmuni0133.html
134,பாண்டிய; சோழ; விஜயநகர அரசர் மெய்கீர்த்திகள்,,ஒளைச் சுவடி நூல்கள்,pm0134.pdf,pmuni0134.html
135,திருவருட்பா /திருமுறை 6.2 (பாடல்கள் 3872 - 4614),இராமலிங்க அடிகள்,சமயம் - சைவம்,pm0135_01.pdf  pm0135_02.pdf,pmuni0135_01.html  pmuni0135_02.html
135,திருவருட்பா /தனிப்பாடல்கள்,இராமலிங்க அடிகள்,சமயம் - சைவம்,pm0135_01.pdf  pm0135_02.pdf,pmuni0135_01.html  pmuni0135_02.html
136,திருவருட்பா /திருமுறை 2.2 (பாடல்கள் 1007 - 1958),இராமலிங்க அடிகள்,சமயம் - சைவம்,pm0136.pdf,pmuni0136_01.html  pmuni0136_02.html
137,சோமேசர் முதுமொழி வெண்பா,சிவஞான முனிவர்,பிரபந்தம் - வெண்பா,pm0137_01.pdf  pm0137_02.pdf,pmuni0137_01.html  pmuni0137_02.html
137,நீதி வெண்பா,,சைவ சித்தாந்தம்,pm0137_01.pdf  pm0137_02.pdf,pmuni0137_01.html  pmuni0137_02.html
138,நால்வர் நான்மணி மாலை,துறைமங்கலம் சிவப்பிரகாச சுவாமிகள்,பிரபந்தம் - மாலை,pm0138.pdf,pmuni0138.html
139,நன்னெறி,துறைமங்கலம் சிவப்பிரகாச முனிவர்,நீதி நூல்கள்,pm0139.pdf,pmuni0139.html
139,வெற்றிவேற்கை,அதிவீரராம பாண்டியன்,நீதி நூல்கள்,pm0139.pdf,pmuni0139.html
140,சிறுகதைத் தொகுப்பு-2,இரா. கார்த்திகேசு,சிறுகதைகள் - தொகுப்பு,pm0140.pdf,pmuni0140.html
141,மணிமேகலை,சீத்தலைச்சாத்தனார்,காப்பியம்,pm0141.pdf,pmuni0141.html
142,நந்திக்கலம்பகம்,,பிரபந்தம் - கலம்பகம்,pm0142.pdf,pmuni0142.html
143,கலேவலா - உரைநடையில் கலேவலா,உதயணன்,காவியம்; மொழிபெயர்ப்பு,pm0143_01.pdf  pm0143_02.pdf,pmuni0143_01.html  pmuni0143_02.html  pmuni0143_03.html
144,சகலகலாவல்லிமாலை,குமரகுருபரர்,பிரபந்தம் - மாலை,pm0144.pdf,pmuni0144.html
144,திருச்செந்துார் கந்தர் கலிவெண்பா,குமரகுருபரர்,பிரபந்தம் - கலிவெண்பா,pm0144.pdf,pmuni0144.html
144,நீதி நெறி விளக்கம்,குமரகுருபரர்,நீதிநெறி நூல்கள்,pm0144.pdf,pmuni0144.html
145,தண்டி அலங்காரம்,தண்டியாசிரியர்,இலக்கணம்,pm0145.pdf,pmuni0145.html
146,திருவருட்பா /திருமுறை 6.3 (பாடல்கள் 4615-5818),இராமலிங்க அடிகள்,சமயம் - சைவம்,pm0146_01.pdf  pm0146_02.pdf,pmuni0146_01.html  pmuni0146_02.html
147,நன்னூல்,பவநந்தி முனிவர்,இலக்கணம்,pm0147.pdf,pmuni0147.html
148,காதலினால் அல்ல,இரா. கார்த்திகேசு,நாவல் / புதினம்,pm0148.pdf,pmuni0148.html
149,எண்ணெய்ச் சிந்து,,பிரபந்தம் - சிந்து,pm0149.pdf,pmuni0149.html
